3 vertical data strings
6
Well
X(Easting)(m)
Z(m)
Por
Per
Seis
621	8000	223	9.36	1.09	52034
621	8000	227	13.65	8.12	52034
621	8000	231	16.42	45.75	52034
621	8000	235	17.29	78.99	52034
621	8000	239	16.58	50.52	52034
621	8000	243	10.97	2.47	52034
621	8000	247	16.02	35.69	52034
621	8000	251	12.68	4.43	52034
621	8000	255	7.69	0.4	52034
621	8000	259	9.36	1.09	52034
621	8000	263	11.61	2.28	52034
621	8000	267	6.27	0.14	52034
621	8000	271	10.68	2.17	52034
621	8000	275	6.53	0.19	52034
621	8000	279	4.6	0.05	52034
751	7000	227	7.16	0.15	53957
751	7000	231	12.22	9.21	53957
751	7000	235	14.05	22.56	53957
751	7000	239	15.36	43	53957
751	7000	243	15.29	41.54	53957
751	7000	247	9.21	1.64	53957
751	7000	251	15.26	40.82	53957
751	7000	255	15.2	39.65	53957
751	7000	259	7.53	0.23	53957
751	7000	263	5.67	0.05	53957
751	7000	267	12.53	10.71	53957
751	7000	271	8.9	1.14	53957
751	7000	275	7.68	0.28	53957
751	7000	279	6.26	0.05	53957
751	7000	283	6.02	0.05	53957
751	7000	287	7.76	0.3	53957
536	6000	223	3.83	0.05	48644
536	6000	227	4.39	0.05	48644
536	6000	231	8.09	0.89	48644
536	6000	235	11.78	8.15	48644
536	6000	239	15.09	33.73	48644
536	6000	243	14.26	23.65	48644
536	6000	247	10.2	4.15	48644
536	6000	251	13.87	20.04	48644
536	6000	255	13.82	19.57	48644
536	6000	259	13.21	15.09	48644
536	6000	263	4.96	0.05	48644
536	6000	267	6.98	0.1	48644
536	6000	271	11.45	7.07	48644
